PAGE pfn: 0, ar: 0, fc: 0, num_access: 0, ar_ratio: nan , fc_ratio: nan
PAGE pfn: 0x7f48c8c4c, ar: 786, fc: 338, num_access: 828, ar_ratio: 94.9 , fc_ratio: 40.8
PAGE pfn: 0x7f48c8c8d, ar: 672, fc: 169, num_access: 681, ar_ratio: 98.7 , fc_ratio: 24.8
PAGE pfn: 0x7f48c8c4d, ar: 496, fc: 460, num_access: 531, ar_ratio: 93.4 , fc_ratio: 86.6
PAGE pfn: 0x7f48c8c52, ar: 2600, fc: 546, num_access: 2663, ar_ratio: 97.6 , fc_ratio: 20.5
PAGE pfn: 0x7f48c8c50, ar: 486, fc: 263, num_access: 489, ar_ratio: 99.4 , fc_ratio: 53.8
PAGE pfn: 0x7f48c8c51, ar: 747, fc: 328, num_access: 779, ar_ratio: 95.9 , fc_ratio: 42.1
PAGE pfn: 0x7f48c8c53, ar: 2742, fc: 149, num_access: 2763, ar_ratio: 99.2 , fc_ratio: 5.4
PAGE pfn: 0x7f48c8c8e, ar: 672, fc: 170, num_access: 682, ar_ratio: 98.5 , fc_ratio: 24.9
PAGE pfn: 0x7f48c8c56, ar: 1858, fc: 777, num_access: 1921, ar_ratio: 96.7 , fc_ratio: 40.4
PAGE pfn: 0x7f48c8c55, ar: 750, fc: 7, num_access: 757, ar_ratio: 99.1 , fc_ratio: 0.9
PAGE pfn: 0x7f48c8c57, ar: 1342, fc: 625, num_access: 1348, ar_ratio: 99.6 , fc_ratio: 46.4
PAGE pfn: 0x7f48c8c58, ar: 42, fc: 62, num_access: 62, ar_ratio: 67.7 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c8f, ar: 672, fc: 170, num_access: 682, ar_ratio: 98.5 , fc_ratio: 24.9
PAGE pfn: 0x7f48c8c5d, ar: 2726, fc: 895, num_access: 2789, ar_ratio: 97.7 , fc_ratio: 32.1
PAGE pfn: 0x7f48c8c5b, ar: 264, fc: 142, num_access: 379, ar_ratio: 69.7 , fc_ratio: 37.5
PAGE pfn: 0x7f48c8c5e, ar: 585, fc: 532, num_access: 648, ar_ratio: 90.3 , fc_ratio: 82.1
PAGE pfn: 0x7f48c8c59, ar: 1974, fc: 602, num_access: 2008, ar_ratio: 98.3 , fc_ratio: 30.0
PAGE pfn: 0x7f48c8c5c, ar: 2828, fc: 835, num_access: 2851, ar_ratio: 99.2 , fc_ratio: 29.3
PAGE pfn: 0x7f48c8c5f, ar: 2636, fc: 366, num_access: 2668, ar_ratio: 98.8 , fc_ratio: 13.7
PAGE pfn: 0x7f48c8c62, ar: 1750, fc: 386, num_access: 1752, ar_ratio: 99.9 , fc_ratio: 22.0
PAGE pfn: 0x7f48c8c60, ar: 441, fc: 370, num_access: 441, ar_ratio: 100.0 , fc_ratio: 83.9
PAGE pfn: 0x7f48c8c90, ar: 672, fc: 169, num_access: 681, ar_ratio: 98.7 , fc_ratio: 24.8
PAGE pfn: 0x7f48c8c61, ar: 383, fc: 142, num_access: 403, ar_ratio: 95.0 , fc_ratio: 35.2
PAGE pfn: 0x7f48c8c64, ar: 83, fc: 89, num_access: 89, ar_ratio: 93.3 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c63, ar: 970, fc: 1017, num_access: 1017, ar_ratio: 95.4 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c6c, ar: 2072, fc: 1023, num_access: 2135, ar_ratio: 97.0 , fc_ratio: 47.9
PAGE pfn: 0x7f48c8c6a, ar: 1590, fc: 291, num_access: 1715, ar_ratio: 92.7 , fc_ratio: 17.0
PAGE pfn: 0x7f48c8c67, ar: 1600, fc: 902, num_access: 1642, ar_ratio: 97.4 , fc_ratio: 54.9
PAGE pfn: 0x7f48c8c68, ar: 315, fc: 378, num_access: 378, ar_ratio: 83.3 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c6b, ar: 2200, fc: 671, num_access: 2259, ar_ratio: 97.4 , fc_ratio: 29.7
PAGE pfn: 0x7f48c8c91, ar: 670, fc: 170, num_access: 680, ar_ratio: 98.5 , fc_ratio: 25.0
PAGE pfn: 0x7f48c8c6f, ar: 1, fc: 29, num_access: 29, ar_ratio: 3.4 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c70, ar: 62, fc: 189, num_access: 189, ar_ratio: 32.8 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c72, ar: 713, fc: 146, num_access: 776, ar_ratio: 91.9 , fc_ratio: 18.8
PAGE pfn: 0x7f48c8c73, ar: 50, fc: 107, num_access: 157, ar_ratio: 31.8 , fc_ratio: 68.2
PAGE pfn: 0x7f48c8c74, ar: 77, fc: 78, num_access: 122, ar_ratio: 63.1 , fc_ratio: 63.9
PAGE pfn: 0x7f48c8a90, ar: 400, fc: 132, num_access: 413, ar_ratio: 96.9 , fc_ratio: 32.0
PAGE pfn: 0x7f48c8c92, ar: 660, fc: 170, num_access: 670, ar_ratio: 98.5 , fc_ratio: 25.4
PAGE pfn: 0x7f48c8c69, ar: 47, fc: 70, num_access: 70, ar_ratio: 67.1 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8c93, ar: 360, fc: 92, num_access: 364, ar_ratio: 98.9 , fc_ratio: 25.3
PAGE pfn: 0x7f48c8c94, ar: 378, fc: 88, num_access: 382, ar_ratio: 99.0 , fc_ratio: 23.0
PAGE pfn: 0x7f48c8c95, ar: 364, fc: 89, num_access: 369, ar_ratio: 98.6 , fc_ratio: 24.1
PAGE pfn: 0x7f48c8e27, ar: 907, fc: 162, num_access: 914, ar_ratio: 99.2 , fc_ratio: 17.7
PAGE pfn: 0x7f48c8c96, ar: 365, fc: 88, num_access: 370, ar_ratio: 98.6 , fc_ratio: 23.8
PAGE pfn: 0x7f48c8c97, ar: 362, fc: 88, num_access: 366, ar_ratio: 98.9 , fc_ratio: 24.0
PAGE pfn: 0x7f48c8c98, ar: 352, fc: 87, num_access: 357, ar_ratio: 98.6 , fc_ratio: 24.4
PAGE pfn: 0x7f48c8c99, ar: 23, fc: 27, num_access: 27, ar_ratio: 85.2 , fc_ratio: 100.0
PAGE pfn: 0x560a8f552, ar: 136, fc: 138, num_access: 138, ar_ratio: 98.6 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8e29, ar: 1245, fc: 341, num_access: 1248, ar_ratio: 99.8 , fc_ratio: 27.3
PAGE pfn: 0x7f48c880b, ar: 9, fc: 26, num_access: 26, ar_ratio: 34.6 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8a28, ar: 0, fc: 4, num_access: 4, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8a22, ar: 9, fc: 121, num_access: 130, ar_ratio: 6.9 , fc_ratio: 93.1
PAGE pfn: 0x7f48c8a20, ar: 1, fc: 2, num_access: 2, ar_ratio: 50.0 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8a1c, ar: 182, fc: 137, num_access: 182, ar_ratio: 100.0 , fc_ratio: 75.3
PAGE pfn: 0x7f48c8f81, ar: 0, fc: 0, num_access: 0, ar_ratio: nan , fc_ratio: nan
PAGE pfn: 0x560a90c28, ar: 82, fc: 90, num_access: 90, ar_ratio: 91.1 , fc_ratio: 100.0
PAGE pfn: 0x560a90c39, ar: 1600161, fc: 1680179, num_access: 1680179, ar_ratio: 95.2 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8dad, ar: 369, fc: 12, num_access: 373, ar_ratio: 98.9 , fc_ratio: 3.2
PAGE pfn: 0x7f48c8e2a, ar: 4253, fc: 1861, num_access: 4257, ar_ratio: 99.9 , fc_ratio: 43.7
PAGE pfn: 0x7f48c8e2b, ar: 360, fc: 298, num_access: 375, ar_ratio: 96.0 , fc_ratio: 79.5
PAGE pfn: 0x7f48c8c37, ar: 10, fc: 23, num_access: 23, ar_ratio: 43.5 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8db1, ar: 16, fc: 87, num_access: 87, ar_ratio: 18.4 , fc_ratio: 100.0
PAGE pfn: 0x7f48c89bd, ar: 0, fc: 193, num_access: 193, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8dd6, ar: 0, fc: 9, num_access: 9, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x560a90c3a, ar: 18241824, fc: 2960310, num_access: 18321846, ar_ratio: 99.6 , fc_ratio: 16.2
PAGE pfn: 0x560a8f550, ar: 0, fc: 5, num_access: 5, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x560a90c3b, ar: 0, fc: 2, num_access: 2, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f48c8dae, ar: 5, fc: 7, num_access: 8, ar_ratio: 62.5 , fc_ratio: 87.5
