PAGE pfn: 0, ar: 0, fc: 0, num_access: 0, ar_ratio: nan , fc_ratio: nan
PAGE pfn: 0x7f01b7c56, ar: 1858, fc: 209, num_access: 1921, ar_ratio: 96.7 , fc_ratio: 10.9
PAGE pfn: 0x7f01b7c55, ar: 750, fc: 7, num_access: 757, ar_ratio: 99.1 , fc_ratio: 0.9
PAGE pfn: 0x7f01b7c57, ar: 1342, fc: 134, num_access: 1348, ar_ratio: 99.6 , fc_ratio: 9.9
PAGE pfn: 0x7f01b7c58, ar: 42, fc: 62, num_access: 62, ar_ratio: 67.7 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7c8f, ar: 672, fc: 42, num_access: 682, ar_ratio: 98.5 , fc_ratio: 6.2
PAGE pfn: 0x7f01b7c5d, ar: 2726, fc: 255, num_access: 2789, ar_ratio: 97.7 , fc_ratio: 9.1
PAGE pfn: 0x7f01b7c5b, ar: 264, fc: 125, num_access: 379, ar_ratio: 69.7 , fc_ratio: 33.0
PAGE pfn: 0x7f01b7c5e, ar: 585, fc: 255, num_access: 648, ar_ratio: 90.3 , fc_ratio: 39.4
PAGE pfn: 0x7f01b7c59, ar: 1974, fc: 208, num_access: 2008, ar_ratio: 98.3 , fc_ratio: 10.4
PAGE pfn: 0x7f01b7c5c, ar: 2828, fc: 132, num_access: 2851, ar_ratio: 99.2 , fc_ratio: 4.6
PAGE pfn: 0x7f01b7c5f, ar: 2636, fc: 110, num_access: 2668, ar_ratio: 98.8 , fc_ratio: 4.1
PAGE pfn: 0x7f01b7c62, ar: 1750, fc: 130, num_access: 1752, ar_ratio: 99.9 , fc_ratio: 7.4
PAGE pfn: 0x7f01b7c60, ar: 441, fc: 91, num_access: 441, ar_ratio: 100.0 , fc_ratio: 20.6
PAGE pfn: 0x7f01b7c90, ar: 672, fc: 41, num_access: 681, ar_ratio: 98.7 , fc_ratio: 6.0
PAGE pfn: 0x7f01b7c61, ar: 383, fc: 74, num_access: 403, ar_ratio: 95.0 , fc_ratio: 18.4
PAGE pfn: 0x7f01b7c64, ar: 83, fc: 89, num_access: 89, ar_ratio: 93.3 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7c63, ar: 970, fc: 361, num_access: 1017, ar_ratio: 95.4 , fc_ratio: 35.5
PAGE pfn: 0x7f01b7c6c, ar: 2072, fc: 255, num_access: 2135, ar_ratio: 97.0 , fc_ratio: 11.9
PAGE pfn: 0x7f01b7c6a, ar: 1590, fc: 125, num_access: 1715, ar_ratio: 92.7 , fc_ratio: 7.3
PAGE pfn: 0x7f01b7c67, ar: 1600, fc: 208, num_access: 1642, ar_ratio: 97.4 , fc_ratio: 12.7
PAGE pfn: 0x7f01b7c68, ar: 315, fc: 195, num_access: 378, ar_ratio: 83.3 , fc_ratio: 51.6
PAGE pfn: 0x7f01b7c6b, ar: 2200, fc: 320, num_access: 2259, ar_ratio: 97.4 , fc_ratio: 14.2
PAGE pfn: 0x7f01b7c91, ar: 670, fc: 42, num_access: 680, ar_ratio: 98.5 , fc_ratio: 6.2
PAGE pfn: 0x7f01b7c6f, ar: 1, fc: 29, num_access: 29, ar_ratio: 3.4 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7c70, ar: 62, fc: 189, num_access: 189, ar_ratio: 32.8 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7c72, ar: 713, fc: 80, num_access: 776, ar_ratio: 91.9 , fc_ratio: 10.3
PAGE pfn: 0x7f01b7c73, ar: 50, fc: 107, num_access: 157, ar_ratio: 31.8 , fc_ratio: 68.2
PAGE pfn: 0x7f01b7c74, ar: 77, fc: 78, num_access: 122, ar_ratio: 63.1 , fc_ratio: 63.9
PAGE pfn: 0x7f01b7a52, ar: 400, fc: 25, num_access: 413, ar_ratio: 96.9 , fc_ratio: 6.1
PAGE pfn: 0x7f01b7c92, ar: 660, fc: 42, num_access: 670, ar_ratio: 98.5 , fc_ratio: 6.3
PAGE pfn: 0x7f01b7c69, ar: 47, fc: 70, num_access: 70, ar_ratio: 67.1 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7c93, ar: 360, fc: 20, num_access: 364, ar_ratio: 98.9 , fc_ratio: 5.5
PAGE pfn: 0x7f01b7c94, ar: 378, fc: 20, num_access: 382, ar_ratio: 99.0 , fc_ratio: 5.2
PAGE pfn: 0x7f01b7c95, ar: 364, fc: 21, num_access: 369, ar_ratio: 98.6 , fc_ratio: 5.7
PAGE pfn: 0x7f01b7e27, ar: 907, fc: 33, num_access: 914, ar_ratio: 99.2 , fc_ratio: 3.6
PAGE pfn: 0x7f01b7c96, ar: 365, fc: 22, num_access: 370, ar_ratio: 98.6 , fc_ratio: 5.9
PAGE pfn: 0x7f01b7c97, ar: 362, fc: 20, num_access: 366, ar_ratio: 98.9 , fc_ratio: 5.5
PAGE pfn: 0x7f01b7c98, ar: 352, fc: 21, num_access: 357, ar_ratio: 98.6 , fc_ratio: 5.9
PAGE pfn: 0x7f01b7c99, ar: 23, fc: 22, num_access: 27, ar_ratio: 85.2 , fc_ratio: 81.5
PAGE pfn: 0x5613a735b, ar: 136, fc: 89, num_access: 138, ar_ratio: 98.6 , fc_ratio: 64.5
PAGE pfn: 0x7f01b7e29, ar: 1245, fc: 26, num_access: 1248, ar_ratio: 99.8 , fc_ratio: 2.1
PAGE pfn: 0x7f01b780b, ar: 9, fc: 17, num_access: 26, ar_ratio: 34.6 , fc_ratio: 65.4
PAGE pfn: 0x7f01b7a28, ar: 0, fc: 4, num_access: 4, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7a22, ar: 9, fc: 121, num_access: 130, ar_ratio: 6.9 , fc_ratio: 93.1
PAGE pfn: 0x7f01b7a20, ar: 1, fc: 1, num_access: 2, ar_ratio: 50.0 , fc_ratio: 50.0
PAGE pfn: 0x7f01b7a1c, ar: 182, fc: 137, num_access: 182, ar_ratio: 100.0 , fc_ratio: 75.3
PAGE pfn: 0x7f01b7f43, ar: 0, fc: 0, num_access: 0, ar_ratio: nan , fc_ratio: nan
PAGE pfn: 0x5613a85f0, ar: 82, fc: 33, num_access: 90, ar_ratio: 91.1 , fc_ratio: 36.7
PAGE pfn: 0x5613a8601, ar: 1600161, fc: 400051, num_access: 1680179, ar_ratio: 95.2 , fc_ratio: 23.8
PAGE pfn: 0x7f01b7dad, ar: 369, fc: 12, num_access: 373, ar_ratio: 98.9 , fc_ratio: 3.2
PAGE pfn: 0x7f01b7e2a, ar: 4253, fc: 9, num_access: 4257, ar_ratio: 99.9 , fc_ratio: 0.2
PAGE pfn: 0x7f01b7e2b, ar: 360, fc: 50, num_access: 375, ar_ratio: 96.0 , fc_ratio: 13.3
PAGE pfn: 0x7f01b7c37, ar: 10, fc: 13, num_access: 23, ar_ratio: 43.5 , fc_ratio: 56.5
PAGE pfn: 0x7f01b7db1, ar: 16, fc: 87, num_access: 87, ar_ratio: 18.4 , fc_ratio: 100.0
PAGE pfn: 0x7f01b79bd, ar: 0, fc: 193, num_access: 193, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7dd6, ar: 0, fc: 9, num_access: 9, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x5613a8602, ar: 18241824, fc: 400054, num_access: 18321846, ar_ratio: 99.6 , fc_ratio: 2.2
PAGE pfn: 0x5613a7359, ar: 0, fc: 5, num_access: 5, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x5613a8603, ar: 0, fc: 2, num_access: 2, ar_ratio: 0.0 , fc_ratio: 100.0
PAGE pfn: 0x7f01b7dae, ar: 5, fc: 7, num_access: 8, ar_ratio: 62.5 , fc_ratio: 87.5
